"Amount","Currency","Cost Center","Funding Pool","GL account","Register","Date","Description"
"-1374,00","USD","MM009","MM-COFI-11","61300 IT and telecom maintenance","BNK-USD-1","29/02/2012","Test fin contract 2759"
"-9813,00","USD","MM010","MM-SIDA-11","617000 International transport: Air","BNK-USD-1","30/02/2012","Test fin contract 2760"
"-1095,00","USD","MM009","MM-COFI-11","6200 Staff with MSF contracts","BNK-USD-1","31/02/2012","Test fin contract 2761"
"-2030,00","USD","MM010","MM-SIDA-11","6205 Incentives","BNK-USD-1","1/02/2012","Test fin contract 2762"
"-11012,00","USD","MM009","MM-COFI-11","6210 Daily labor","BNK-USD-1","2/02/2012","Test fin contract 2763"
"-3673,00","USD","MM010","MM-SIDA-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","3/02/2012","Test fin contract 2764"
"-4894,00","USD","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","4/02/2012","Test fin contract 2765"
"-423,00","USD","MM010","MM-SIDA-11","606014 Office equipment","BNK-USD-1","5/02/2012","Test fin contract 2766"
"-12157,00","USD","MM009","MM-COFI-11","606017 Watsan equipment","BNK-USD-1","6/02/2012","Test fin contract 2767"
"-13192,00","USD","MM010","MM-SIDA-11","60602 Vehicles","BNK-USD-1","7/02/2012","Test fin contract 2768"
"-11244,00","USD","MM009","MM-COFI-11","60603 Furnitures","BNK-USD-1","8/02/2012","Test fin contract 2769"
"-10066,00","USD","MM010","MM-SIDA-11","612511 Truck rental","BNK-USD-1","9/02/2012","Test fin contract 2770"
"-93,00","USD","MM009","MM-COFI-11","612512 Plane rental","BNK-USD-1","10/02/2012","Test fin contract 2771"
"-5592,00","USD","MM010","MM-SIDA-11","61300 IT and telecom maintenance","BNK-USD-1","11/02/2012","Test fin contract 2772"
"-106,00","USD","MM009","MM-COFI-11","617000 International transport: Air","BNK-USD-1","12/02/2012","Test fin contract 2773"
"-9493,00","USD","MM010","MM-SIDA-11","6200 Staff with MSF contracts","BNK-USD-1","13/02/2012","Test fin contract 2774"
"-5081,00","USD","MM009","MM-COFI-11","6205 Incentives","BNK-USD-1","14/02/2012","Test fin contract 2775"
"-11710,00","USD","MM010","MM-SIDA-11","6210 Daily labor","BNK-USD-1","15/02/2012","Test fin contract 2776"
"-4216,00","USD","MM009","MM-COFI-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","16/02/2012","Test fin contract 2777"
"-3801,00","USD","MM010","MM-SIDA-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","17/02/2012","Test fin contract 2778"
"-3557,00","USD","MM009","MM-COFI-11","606014 Office equipment","BNK-USD-1","18/02/2012","Test fin contract 2779"
"-12914,00","USD","MM010","MM-SIDA-11","606017 Watsan equipment","BNK-USD-1","19/02/2012","Test fin contract 2780"
"-1141,00","USD","MM009","MM-COFI-11","60602 Vehicles","BNK-USD-1","20/02/2012","Test fin contract 2781"
"-491,00","USD","MM010","MM-SIDA-11","60603 Furnitures","BNK-USD-1","21/02/2012","Test fin contract 2782"
"-3191,00","USD","MM009","MM-COFI-11","612511 Truck rental","BNK-USD-1","22/02/2012","Test fin contract 2783"
"-2590,00","USD","MM010","MM-SIDA-11","612512 Plane rental","BNK-USD-1","23/02/2012","Test fin contract 2784"
"-1245,00","USD","MM009","MM-COFI-11","61300 IT and telecom maintenance","BNK-USD-1","24/02/2012","Test fin contract 2785"
"-10710,00","USD","MM010","MM-SIDA-11","617000 International transport: Air","BNK-USD-1","25/02/2012","Test fin contract 2786"
"-6462,00","USD","MM009","MM-COFI-11","6200 Staff with MSF contracts","BNK-USD-1","26/02/2012","Test fin contract 2787"
"-10319,00","USD","MM010","MM-SIDA-11","6205 Incentives","BNK-USD-1","27/02/2012","Test fin contract 2788"
"-2679,00","USD","MM009","MM-COFI-11","6210 Daily labor","BNK-USD-1","28/02/2012","Test fin contract 2789"
"-7763,00","USD","MM010","MM-SIDA-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","1/02/2012","Test fin contract 2790"
"-8884,00","USD","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","2/02/2012","Test fin contract 2791"
"-12037,00","USD","MM010","MM-SIDA-11","606014 Office equipment","BNK-USD-1","3/02/2012","Test fin contract 2792"
"-11022,00","USD","MM009","MM-COFI-11","606017 Watsan equipment","BNK-USD-1","4/02/2012","Test fin contract 2793"
"-9591,00","USD","MM010","MM-SIDA-11","60602 Vehicles","BNK-USD-1","5/02/2012","Test fin contract 2794"
"-7938,00","USD","MM009","MM-COFI-11","60603 Furnitures","BNK-USD-1","6/02/2012","Test fin contract 2795"
"-10609,00","USD","MM010","MM-SIDA-11","612511 Truck rental","BNK-USD-1","7/02/2012","Test fin contract 2796"
"-9217,00","USD","MM009","MM-COFI-11","612512 Plane rental","BNK-USD-1","8/02/2012","Test fin contract 2797"
"-150,00","USD","MM010","MM-SIDA-11","61300 IT and telecom maintenance","BNK-USD-1","9/02/2012","Test fin contract 2798"
"-9070,00","USD","MM009","MM-COFI-11","617000 International transport: Air","BNK-USD-1","10/02/2012","Test fin contract 2799"
"-2932,00","USD","MM010","MM-SIDA-11","6200 Staff with MSF contracts","BNK-USD-1","11/02/2012","Test fin contract 2800"
"-9876,00","USD","MM009","MM-COFI-11","6205 Incentives","BNK-USD-1","12/02/2012","Test fin contract 2801"
"-3785,00","USD","MM010","MM-SIDA-11","6210 Daily labor","BNK-USD-1","13/02/2012","Test fin contract 2802"
"-1650,00","USD","MM009","MM-COFI-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","14/02/2012","Test fin contract 2803"
"-7254,00","USD","MM010","MM-SIDA-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","15/02/2012","Test fin contract 2804"
"-3249,00","USD","MM009","MM-COFI-11","6000 Medicines","BNK-USD-1","16/02/2012","Test fin contract 2805"
"-7768,00","USD","MM010","MM-SIDA-11","6005 Medical material","BNK-USD-1","17/02/2012","Test fin contract 2806"
"-7148,00","USD","MM009","MM-COFI-11","6010 Laboratory material and reagents","BNK-USD-1","18/02/2012","Test fin contract 2807"
"-12765,00","USD","MM010","MM-SIDA-11","60150 Vaccines","BNK-USD-1","19/02/2012","Test fin contract 2808"
"-8238,00","USD","MM009","MM-COFI-11","60151 Vaccination supplies","BNK-USD-1","20/02/2012","Test fin contract 2809"
"-5265,00","USD","MM010","MM-SIDA-11","6020 Cold chain supplies","BNK-USD-1","21/02/2012","Test fin contract 2810"
"-9545,00","USD","MM009","MM-COFI-11","6025 Surgery material and supplies","BNK-USD-1","22/02/2012","Test fin contract 2811"
"-434,00","USD","MM010","MM-SIDA-11","6030 Physiotherapy materials","BNK-USD-1","23/02/2012","Test fin contract 2812"
"-8084,00","USD","MM009","MM-COFI-11","60350 Specialized Food","BNK-USD-1","24/02/2012","Test fin contract 2813"
"-4398,00","USD","MM010","MM-SIDA-11","60351 Non-specialized Food","BNK-USD-1","25/02/2012","Test fin contract 2814"
"-11542,00","USD","MM009","MM-COFI-11","60400 Fuel et other carburants","BNK-USD-1","26/02/2012","Test fin contract 2815"
"-4856,00","USD","MM010","MM-SIDA-11","60401 Vehicle spare parts","BNK-USD-1","27/02/2012","Test fin contract 2816"
"-13629,00","USD","MM009","MM-COFI-11","604020 Bed items (mosquito nets, etc)","BNK-USD-1","28/02/2012","Test fin contract 2817"
"-12,00","USD","MM010","MM-SIDA-11","604021 Cooking and cleaning items","BNK-USD-1","29/02/2012","Test fin contract 2818"
"-6680,00","USD","MM009","MM-COFI-11","604022 Personal hygiene and clothing","BNK-USD-1","30/02/2012","Test fin contract 2819"
"-5593,00","USD","MM010","MM-SIDA-11","604023 Water containers","BNK-USD-1","31/02/2012","Test fin contract 2820"
"-1046,00","USD","MM009","MM-COFI-11","604024 Shelter (tents, plastic sheets,etc)","BNK-USD-1","1/02/2012","Test fin contract 2821"
"-7213,00","USD","MM010","MM-SIDA-11","604030 Construction materials (sand, cement, wood)","BNK-USD-1","2/02/2012","Test fin contract 2822"
"-9236,00","USD","MM009","MM-COFI-11","604031 Reusable material and tools","BNK-USD-1","3/02/2012","Test fin contract 2823"
"-11304,00","USD","MM010","MM-SIDA-11","604032 Watsan supplies","BNK-USD-1","4/02/2012","Test fin contract 2824"
"-652,00","USD","MM009","MM-COFI-11","60404 Various logistic supplies","BNK-USD-1","5/02/2012","Test fin contract 2825"
"-6688,00","USD","MM010","MM-SIDA-11","605000 Utilities","BNK-USD-1","6/02/2012","Test fin contract 2826"
"-1827,00","USD","MM009","MM-COFI-11","605001 Cleaning materials","BNK-USD-1","7/02/2012","Test fin contract 2827"
"-5790,00","USD","MM010","MM-SIDA-11","605010 Stationaries and photocopies","BNK-USD-1","8/02/2012","Test fin contract 2828"
"-2784,00","USD","MM009","MM-COFI-11","605011 Books and documentation","BNK-USD-1","9/02/2012","Test fin contract 2829"
"-9178,00","USD","MM010","MM-SIDA-11","605012 IT supplies","BNK-USD-1","10/02/2012","Test fin contract 2830"
"-10428,00","USD","MM009","MM-COFI-11","605013 Presentation materials","BNK-USD-1","11/02/2012","Test fin contract 2831"
"-790,00","USD","MM010","MM-SIDA-11","60502 Identification materials","BNK-USD-1","12/02/2012","Test fin contract 2832"
"-11187,00","USD","MM009","MM-COFI-11","60503 Other supplies (toys, etc)","BNK-USD-1","13/02/2012","Test fin contract 2833"
"-2850,00","USD","MM010","MM-SIDA-11","606000 Land & Buildings","BNK-USD-1","14/02/2012","Test fin contract 2834"
"-7655,00","USD","MM009","MM-COFI-11","606001 Temporary facilities","BNK-USD-1","15/02/2012","Test fin contract 2835"
"-858,00","USD","MM010","MM-SIDA-11","606010 Medical equipment","BNK-USD-1","16/02/2012","Test fin contract 2836"
"-3372,00","USD","MM009","MM-COFI-11","606011 Laboratory equipment","BNK-USD-1","17/02/2012","Test fin contract 2837"
"-1503,00","USD","MM010","MM-SIDA-11","606012 Cold chain equipment","BNK-USD-1","18/02/2012","Test fin contract 2838"
"-3799,00","USD","MM009","MM-COFI-11","606013 Surgery equipment","BNK-USD-1","19/02/2012","Test fin contract 2839"
"-13658,00","USD","MM010","MM-SIDA-11","606014 Office equipment","BNK-USD-1","20/02/2012","Test fin contract 2840"
"-12761,00","USD","MM009","MM-COFI-11","606015 IT equipment","BNK-USD-1","21/02/2012","Test fin contract 2841"
"-820,00","USD","MM010","MM-SIDA-11","606016 Telecommunication equipment","BNK-USD-1","22/02/2012","Test fin contract 2842"
"-5550,00","USD","MM009","MM-COFI-11","606017 Watsan equipment","BNK-USD-1","23/02/2012","Test fin contract 2843"
"-10792,00","USD","MM010","MM-SIDA-11","606018 Power supply and other logistics equipment","BNK-USD-1","24/02/2012","Test fin contract 2844"
"-13333,00","USD","MM009","MM-COFI-11","60602 Vehicles","BNK-USD-1","25/02/2012","Test fin contract 2845"
"-13078,00","USD","MM010","MM-SIDA-11","60603 Furnitures","BNK-USD-1","26/02/2012","Test fin contract 2846"
"-7044,00","USD","MM009","MM-COFI-11","60604 Other tangible fixed assets","BNK-USD-1","27/02/2012","Test fin contract 2847"
"-14983,00","USD","MM010","MM-SIDA-11","60605 Depreciation","BNK-USD-1","28/02/2012","Test fin contract 2848"
"-12674,00","USD","MM009","MM-COFI-11","61000 Referrals to specialized consultants","BNK-USD-1","29/02/2012","Test fin contract 2849"
"-2647,00","USD","MM010","MM-SIDA-11","61001 External diagnostic tests (lab, Xray)","BNK-USD-1","30/02/2012","Test fin contract 2850"
"-3372,00","USD","MM009","MM-COFI-11","61050 Medical consultants","BNK-USD-1","1/02/2012","Test fin contract 2851"
"-4601,00","USD","MM010","MM-SIDA-11","61051 Lawyers and other non medical","BNK-USD-1","2/02/2012","Test fin contract 2852"
"-5819,00","USD","MM009","MM-COFI-11","61052 Operational medical research","BNK-USD-1","3/02/2012","Test fin contract 2853"
"-829,00","USD","MM010","MM-SIDA-11","61053 Audits","BNK-USD-1","4/02/2012","Test fin contract 2854"
"-10019,00","USD","MM009","MM-COFI-11","6110 School and training fees","BNK-USD-1","5/02/2012","Test fin contract 2855"
"-6110,00","USD","MM010","MM-SIDA-11","6120 Support to third parties (grants)","BNK-USD-1","6/02/2012","Test fin contract 2856"
"-13909,00","USD","MM009","MM-COFI-11","61250 Facility rentals","BNK-USD-1","7/02/2012","Test fin contract 2857"
"-3135,00","USD","MM010","MM-SIDA-11","612510 Car and small vehicle rental","BNK-USD-1","8/02/2012","Test fin contract 2858"
"-9674,00","USD","MM009","MM-COFI-11","612511 Truck rental","BNK-USD-1","9/02/2012","Test fin contract 2859"
"-1942,00","USD","MM010","MM-SIDA-11","612512 Plane rental","BNK-USD-1","10/02/2012","Test fin contract 2860"
"-8065,00","USD","MM009","MM-COFI-11","612519 Other transport rental","BNK-USD-1","11/02/2012","Test fin contract 2861"
"-1962,00","USD","MM010","MM-SIDA-11","61259 Other rentals","BNK-USD-1","12/02/2012","Test fin contract 2862"
"-5091,00","USD","MM009","MM-COFI-11","61300 IT and telecom maintenance","BNK-USD-1","13/02/2012","Test fin contract 2863"
"-9377,00","USD","MM010","MM-SIDA-11","61301 Vehicle maintenance and repairs","BNK-USD-1","14/02/2012","Test fin contract 2864"
"-1816,00","USD","MM009","MM-COFI-11","61302 Other maintenance and repairs","BNK-USD-1","15/02/2012","Test fin contract 2865"
"-491,00","USD","MM010","MM-SIDA-11","6135 Subcontracting","BNK-USD-1","16/02/2012","Test fin contract 2866"
"-12556,00","USD","MM009","MM-COFI-11","6140 Insurance premiums","BNK-USD-1","17/02/2012","Test fin contract 2867"
"-12045,00","USD","MM010","MM-SIDA-11","61450 Telecommunication costs","BNK-USD-1","18/02/2012","Test fin contract 2868"
"-14779,00","USD","MM009","MM-COFI-11","61451 Postal costs","BNK-USD-1","19/02/2012","Test fin contract 2869"
"-2280,00","USD","MM010","MM-SIDA-11","6150 Bank charges","BNK-USD-1","20/02/2012","Test fin contract 2870"
"-5329,00","USD","MM009","MM-COFI-11","6155 Fees and Licenses","BNK-USD-1","21/02/2012","Test fin contract 2871"
"-1998,00","USD","MM010","MM-SIDA-11","6160 Promotion, advertisement, publications","BNK-USD-1","22/02/2012","Test fin contract 2872"
"-5347,00","USD","MM009","MM-COFI-11","617000 International transport: Air","BNK-USD-1","23/02/2012","Test fin contract 2873"
"-10792,00","USD","MM010","MM-SIDA-11","617001 International transport: Sea and Land","BNK-USD-1","24/02/2012","Test fin contract 2874"
"-14096,00","USD","MM009","MM-COFI-11","617002 Customs clearance","BNK-USD-1","25/02/2012","Test fin contract 2875"
"-8406,00","USD","MM010","MM-SIDA-11","61701 Local freight","BNK-USD-1","26/02/2012","Test fin contract 2876"
"-2701,00","USD","MM009","MM-COFI-11","61800 International flights","BNK-USD-1","27/02/2012","Test fin contract 2877"
"-7640,00","USD","MM010","MM-SIDA-11","61801 Transit costs (international travel)","BNK-USD-1","28/02/2012","Test fin contract 2878"
"-5783,00","USD","MM009","MM-COFI-11","61802 Local / regional flights","BNK-USD-1","29/02/2012","Test fin contract 2879"
"-4858,00","USD","MM010","MM-SIDA-11","61809 Other travel expenses (local)","BNK-USD-1","30/02/2012","Test fin contract 2880"
"-1914,00","USD","MM009","MM-COFI-11","61900 Catering","BNK-USD-1","31/02/2012","Test fin contract 2881"
"-3153,00","USD","MM010","MM-SIDA-11","61901 Laundry and cleaning","BNK-USD-1","1/02/2012","Test fin contract 2882"
"-13766,00","USD","MM009","MM-COFI-11","61999 Other external services","BNK-USD-1","2/02/2012","Test fin contract 2883"
"-1365,00","USD","MM010","MM-SIDA-11","6200 Staff with MSF contracts","BNK-USD-1","3/02/2012","Test fin contract 2884"
"-11691,00","USD","MM009","MM-COFI-11","6205 Incentives","BNK-USD-1","4/02/2012","Test fin contract 2885"
"-8844,00","USD","MM010","MM-SIDA-11","6210 Daily labor","BNK-USD-1","5/02/2012","Test fin contract 2886"
"-13102,00","USD","MM009","MM-COFI-11","62150 Social Security and Provident Fund contributions","BNK-USD-1","6/02/2012","Test fin contract 2887"
"-4043,00","USD","MM010","MM-SIDA-11","62151 Payroll taxes","BNK-USD-1","7/02/2012","Test fin contract 2888"
"-12243,00","USD","MM009","MM-COFI-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","8/02/2012","Test fin contract 2889"
"-4049,00","USD","MM010","MM-SIDA-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","9/02/2012","Test fin contract 2890"
"-4919,00","USD","MM009","MM-COFI-11","6260 Perdiem and team living expenses","BNK-USD-1","10/02/2012","Test fin contract 2891"
"-11135,00","USD","MM010","MM-SIDA-11","6265 HQ employees salaries and charges","BNK-USD-1","11/02/2012","Test fin contract 2892"
"-2291,00","USD","MM009","MM-COFI-11","6295 Other personal expenses","BNK-USD-1","12/02/2012","Test fin contract 2893"
"-3812,00","USD","MM010","MM-SIDA-11","6300 Destruction of expired items","BNK-USD-1","13/02/2012","Test fin contract 2894"
"-10190,00","USD","MM009","MM-COFI-11","6301 cash differences","BNK-USD-1","14/02/2012","Test fin contract 2895"
"-14887,00","USD","MM010","MM-SIDA-11","6302 Theft","BNK-USD-1","15/02/2012","Test fin contract 2896"
"-3380,00","USD","MM009","MM-COFI-11","6303 Litigation","BNK-USD-1","16/02/2012","Test fin contract 2897"
"-13235,00","USD","MM010","MM-SIDA-11","6304 Loss on disposal of fixed assets","BNK-USD-1","17/02/2012","Test fin contract 2898"
"-470,00","USD","MM009","MM-COFI-11","6305 stock variations and shrinkage","BNK-USD-1","18/02/2012","Test fin contract 2899"
"-6577,00","USD","MM010","MM-SIDA-11","6306 Provisions for liabilities and charges","BNK-USD-1","19/02/2012","Test fin contract 2900"
"-4495,00","USD","MM009","MM-COFI-11","6307 Bad debts","BNK-USD-1","20/02/2012","Test fin contract 2901"
"-3860,00","USD","MM010","MM-SIDA-11","6308 Exchange rate differences","BNK-USD-1","21/02/2012","Test fin contract 2902"
"-13497,00","USD","MM009","MM-COFI-11","6309 Other extraordinary charges","BNK-USD-1","22/02/2012","Test fin contract 2903"
"-10659,00","USD","MM010","MM-SIDA-11","6000 Medicines","BNK-USD-1","23/02/2012","Test fin contract 2904"
"-9069,00","USD","MM009","MM-COFI-11","6005 Medical material","BNK-USD-1","24/02/2012","Test fin contract 2905"
"-5594,00","USD","MM010","MM-SIDA-11","6010 Laboratory material and reagents","BNK-USD-1","25/02/2012","Test fin contract 2906"
"-14734,00","USD","MM009","MM-COFI-11","60150 Vaccines","BNK-USD-1","26/02/2012","Test fin contract 2907"
"-2137,00","USD","MM010","MM-SIDA-11","60151 Vaccination supplies","BNK-USD-1","27/02/2012","Test fin contract 2908"
"-8988,00","USD","MM009","MM-COFI-11","6020 Cold chain supplies","BNK-USD-1","28/02/2012","Test fin contract 2909"
"-2776,00","USD","MM010","MM-SIDA-11","6025 Surgery material and supplies","BNK-USD-1","29/02/2012","Test fin contract 2910"
"-14597,00","USD","MM009","MM-COFI-11","6030 Physiotherapy materials","BNK-USD-1","30/02/2012","Test fin contract 2911"
"-11642,00","USD","MM010","MM-SIDA-11","60350 Specialized Food","BNK-USD-1","1/07/2012","Test fin contract 2912"
"-2544,00","USD","MM009","MM-COFI-11","60351 Non-specialized Food","BNK-USD-1","2/07/2012","Test fin contract 2913"
"-9929,00","USD","MM010","MM-SIDA-11","60400 Fuel et other carburants","BNK-USD-1","3/07/2012","Test fin contract 2914"
"-5875,00","USD","MM009","MM-COFI-11","60401 Vehicle spare parts","BNK-USD-1","4/07/2012","Test fin contract 2915"
"-10085,00","USD","MM010","MM-SIDA-11","604020 Bed items (mosquito nets, etc)","BNK-USD-1","5/07/2012","Test fin contract 2916"
"-7007,00","USD","MM009","MM-COFI-11","604021 Cooking and cleaning items","BNK-USD-1","6/07/2012","Test fin contract 2917"
"-9302,00","USD","MM010","MM-SIDA-11","604022 Personal hygiene and clothing","BNK-USD-1","7/07/2012","Test fin contract 2918"
